order_id,client_id,product_id,quantity,unit_price,discount,total,status,placed_at
O00307,C0108,P0065,1,694.00,69.40,624.60,shipped,2026-01-30T10:51:00Z
O00308,C0063,P0143,1,5269.66,0.00,5269.66,shipped,2026-04-27T13:43:00Z
O00309,C0059,P0339,1,1322.78,198.42,1124.36,paid,2026-04-02T06:52:00Z
O00310,C0060,P0297,3,154.65,69.59,394.36,paid,2026-03-04T12:07:00Z
O00311,C0095,P0298,1,833.22,41.66,791.56,paid,2026-07-26T15:42:00Z
O00312,C0003,P0287,1,567.15,28.36,538.79,cancelled,2026-02-09T22:10:00Z
O00313,C0057,P0010,2,510.19,0.00,1020.38,cancelled,2026-06-06T23:51:00Z
O00314,C0088,P0083,1,575.32,86.30,489.02,shipped,2026-05-05T09:49:00Z
O00315,C0045,P0295,1,3126.06,0.00,3126.06,shipped,2026-05-08T08:28:00Z
O00316,C0057,P0038,1,218.26,0.00,218.26,paid,2026-02-19T12:15:00Z
O00317,C0026,P0346,1,230.57,0.00,230.57,paid,2026-07-05T11:01:00Z
O00318,C0083,P0132,1,1390.69,208.60,1182.09,paid,2026-03-05T09:36:00Z
O00319,C0088,P0216,1,902.22,45.11,857.11,paid,2026-05-23T17:24:00Z
O00320,C0116,P0190,1,1005.12,50.26,954.86,paid,2026-05-26T06:46:00Z
O00321,C0009,P0129,1,871.80,87.18,784.62,shipped,2026-08-10T10:50:00Z
O00322,C0022,P0264,1,255.41,0.00,255.41,paid,2026-03-15T04:10:00Z
O00323,C0088,P0316,3,568.41,0.00,1705.23,shipped,2026-04-10T13:29:00Z
O00324,C0033,P0184,2,292.38,0.00,584.76,refunded,2026-05-30T04:11:00Z
O00325,C0089,P0006,1,319.64,31.96,287.68,cancelled,2026-02-10T05:36:00Z
O00326,C0062,P0237,3,1192.10,0.00,3576.30,cancelled,2026-08-14T22:09:00Z
O00327,C0089,P0057,3,1088.12,0.00,3264.36,paid,2026-01-13T01:27:00Z
O00328,C0060,P0008,5,607.24,303.62,2732.58,shipped,2026-05-18T06:01:00Z
O00329,C0057,P0275,1,1425.25,71.26,1353.99,shipped,2026-02-01T02:43:00Z
O00330,C0117,P0101,1,2046.70,204.67,1842.03,paid,2026-07-02T13:12:00Z
O00331,C0093,P0033,3,1051.73,473.28,2681.91,shipped,2026-03-31T10:32:00Z
O00332,C0089,P0114,2,982.18,0.00,1964.36,paid,2026-01-14T20:40:00Z
O00333,C0030,P0040,1,1183.80,177.57,1006.23,paid,2026-08-14T11:41:00Z
O00334,C0110,P0162,1,176.90,0.00,176.90,paid,2026-01-13T02:22:00Z
O00335,C0024,P0226,2,191.41,0.00,382.82,shipped,2026-05-09T15:44:00Z
O00336,C0085,P0087,1,1214.59,121.46,1093.13,cancelled,2026-02-17T01:25:00Z
O00337,C0087,P0084,1,385.60,0.00,385.60,paid,2026-04-10T10:30:00Z
O00338,C0117,P0227,1,1513.40,151.34,1362.06,refunded,2026-05-06T09:55:00Z
O00339,C0105,P0005,2,2144.83,214.48,4075.18,shipped,2026-01-23T22:40:00Z
O00340,C0089,P0242,1,2361.23,0.00,2361.23,paid,2026-02-04T05:17:00Z
O00341,C0062,P0349,1,1668.38,0.00,1668.38,cancelled,2026-02-27T22:41:00Z
O00342,C0026,P0197,2,1388.14,416.44,2359.84,cancelled,2026-02-16T11:18:00Z
O00343,C0053,P0075,3,3285.72,985.72,8871.44,refunded,2026-06-16T07:14:00Z
O00344,C0055,P0075,1,3285.72,0.00,3285.72,refunded,2026-06-29T10:36:00Z
O00345,C0103,P0164,1,262.83,13.14,249.69,paid,2026-05-14T15:28:00Z
O00346,C0026,P0106,2,983.49,0.00,1966.98,paid,2026-03-30T04:50:00Z
O00347,C0066,P0125,1,48.24,0.00,48.24,shipped,2026-08-09T05:24:00Z
O00348,C0088,P0263,2,863.90,172.78,1555.02,shipped,2026-06-28T08:01:00Z
O00349,C0089,P0262,1,202.68,0.00,202.68,paid,2026-05-15T14:23:00Z
O00350,C0064,P0199,1,1194.58,119.46,1075.12,refunded,2026-06-23T18:04:00Z
O00351,C0108,P0073,1,344.88,0.00,344.88,refunded,2026-04-13T14:02:00Z
O00352,C0078,P0248,1,467.17,46.72,420.45,paid,2026-07-03T19:59:00Z
O00353,C0076,P0285,1,696.12,34.81,661.31,refunded,2026-07-13T22:42:00Z
O00354,C0021,P0166,1,691.62,34.58,657.04,paid,2026-08-27T03:37:00Z
O00355,C0063,P0222,1,377.01,56.55,320.46,paid,2026-08-10T17:25:00Z
O00356,C0026,P0195,1,1377.05,0.00,1377.05,paid,2026-07-29T15:31:00Z
O00357,C0079,P0249,5,1129.27,0.00,5646.35,paid,2026-03-25T15:07:00Z
O00358,C0109,P0338,1,1312.32,131.23,1181.09,shipped,2026-09-04T16:40:00Z
O00359,C0012,P0030,1,550.03,55.00,495.03,paid,2026-01-22T18:45:00Z
O00360,C0066,P0194,1,1791.20,179.12,1612.08,shipped,2026-08-16T00:31:00Z
O00361,C0088,P0101,1,2046.70,204.67,1842.03,paid,2026-02-19T11:55:00Z
O00362,C0063,P0247,1,437.32,0.00,437.32,paid,2026-07-07T01:51:00Z
O00363,C0007,P0216,1,902.22,45.11,857.11,paid,2026-08-04T07:42:00Z
O00364,C0093,P0320,1,599.87,89.98,509.89,refunded,2026-03-25T19:49:00Z
O00365,C0042,P0015,2,691.75,207.53,1175.97,cancelled,2026-03-25T15:48:00Z
O00366,C0067,P0023,1,561.60,84.24,477.36,paid,2026-09-03T16:33:00Z
O00367,C0079,P0245,2,673.58,0.00,1347.16,refunded,2026-04-07T14:38:00Z
O00368,C0019,P0149,2,84.72,16.94,152.50,cancelled,2026-03-07T14:44:00Z
O00369,C0088,P0223,1,3548.38,177.42,3370.96,shipped,2026-03-03T01:30:00Z
O00370,C0108,P0299,2,208.06,0.00,416.12,paid,2026-03-22T03:26:00Z
O00371,C0110,P0157,1,1679.41,251.91,1427.50,paid,2026-01-25T17:11:00Z
O00372,C0059,P0013,1,2871.21,0.00,2871.21,refunded,2026-06-16T01:25:00Z
O00373,C0019,P0220,1,224.50,0.00,224.50,paid,2026-07-31T02:19:00Z
O00374,C0092,P0294,1,1285.94,0.00,1285.94,paid,2026-06-10T14:04:00Z
O00375,C0117,P0213,1,1442.42,0.00,1442.42,cancelled,2026-01-28T04:01:00Z
O00376,C0022,P0001,1,635.44,0.00,635.44,refunded,2026-08-10T01:03:00Z
O00377,C0010,P0244,1,528.69,0.00,528.69,paid,2026-05-30T14:25:00Z
O00378,C0112,P0094,1,726.28,108.94,617.34,paid,2026-01-31T08:28:00Z
O00379,C0028,P0215,1,244.97,0.00,244.97,shipped,2026-01-24T08:08:00Z
O00380,C0115,P0144,2,1224.08,0.00,2448.16,paid,2026-09-06T13:03:00Z
O00381,C0016,P0094,1,726.28,0.00,726.28,refunded,2026-09-04T16:38:00Z
O00382,C0008,P0170,1,1229.36,0.00,1229.36,paid,2026-08-28T17:46:00Z
O00383,C0057,P0238,2,119.64,23.93,215.35,paid,2026-08-13T03:09:00Z
O00384,C0107,P0189,2,494.78,148.43,841.13,shipped,2026-06-16T20:36:00Z
O00385,C0107,P0069,2,396.14,0.00,792.28,cancelled,2026-02-28T14:40:00Z
O00386,C0031,P0137,1,355.74,17.79,337.95,shipped,2026-06-24T05:14:00Z
O00387,C0074,P0282,1,328.91,32.89,296.02,shipped,2026-02-12T11:56:00Z
O00388,C0011,P0040,1,1183.80,0.00,1183.80,cancelled,2026-06-14T23:01:00Z
O00389,C0115,P0173,2,263.05,0.00,526.10,paid,2026-03-25T04:29:00Z
O00390,C0049,P0192,2,458.93,91.79,826.07,refunded,2026-01-18T00:22:00Z
O00391,C0104,P0086,1,1884.54,0.00,1884.54,paid,2026-09-01T16:41:00Z
O00392,C0016,P0020,1,3114.27,311.43,2802.84,paid,2026-08-14T04:15:00Z
O00393,C0003,P0225,1,104.21,5.21,99.00,paid,2026-02-26T02:50:00Z
O00394,C0116,P0149,1,84.72,4.24,80.48,paid,2026-05-16T03:33:00Z
O00395,C0026,P0119,1,1920.28,0.00,1920.28,paid,2026-01-13T05:33:00Z
O00396,C0120,P0213,2,1442.42,144.24,2740.60,paid,2026-03-20T18:34:00Z
O00397,C0078,P0322,1,270.29,13.51,256.78,paid,2026-05-11T22:14:00Z
O00398,C0027,P0162,1,176.90,0.00,176.90,paid,2026-06-01T21:35:00Z
O00399,C0109,P0140,1,304.11,0.00,304.11,shipped,2026-05-22T23:56:00Z
O00400,C0037,P0228,1,889.62,0.00,889.62,paid,2026-03-12T09:52:00Z
O00401,C0063,P0053,1,21.23,2.12,19.11,paid,2026-05-13T09:17:00Z
O00402,C0062,P0083,1,575.32,0.00,575.32,shipped,2026-08-26T03:32:00Z
O00403,C0091,P0309,2,53.94,5.39,102.49,shipped,2026-04-03T13:55:00Z
O00404,C0096,P0211,1,107.36,0.00,107.36,shipped,2026-05-08T02:04:00Z
O00405,C0071,P0051,3,3560.72,0.00,10682.16,cancelled,2026-02-20T00:09:00Z
O00406,C0003,P0339,2,1322.78,132.28,2513.28,refunded,2026-05-01T03:07:00Z
O00407,C0086,P0338,2,1312.32,0.00,2624.64,shipped,2026-06-15T09:19:00Z
O00408,C0117,P0089,2,385.40,0.00,770.80,shipped,2026-06-13T14:18:00Z
O00409,C0089,P0058,3,3632.97,1089.89,9809.02,cancelled,2026-04-25T23:41:00Z
O00410,C0062,P0086,3,1884.54,0.00,5653.62,paid,2026-02-08T13:32:00Z
O00411,C0016,P0136,1,175.23,0.00,175.23,paid,2026-07-15T06:57:00Z
O00412,C0097,P0238,10,119.64,119.64,1076.76,paid,2026-04-01T22:26:00Z
O00413,C0057,P0063,1,335.66,0.00,335.66,paid,2026-06-27T18:09:00Z
O00414,C0042,P0220,1,224.50,33.67,190.83,paid,2026-05-24T18:35:00Z
O00415,C0099,P0173,1,263.05,0.00,263.05,paid,2026-05-27T13:29:00Z
O00416,C0057,P0092,1,1883.59,188.36,1695.23,refunded,2026-01-15T15:54:00Z
O00417,C0109,P0108,1,495.84,0.00,495.84,shipped,2026-03-06T22:49:00Z
O00418,C0025,P0031,1,557.92,0.00,557.92,paid,2026-07-19T11:29:00Z
O00419,C0026,P0212,1,171.03,8.55,162.48,paid,2026-02-27T20:46:00Z
O00420,C0052,P0063,10,335.66,167.83,3188.77,shipped,2026-04-18T12:07:00Z
O00421,C0049,P0056,1,159.07,0.00,159.07,paid,2026-08-12T16:38:00Z
O00422,C0092,P0201,3,727.27,109.09,2072.72,shipped,2026-08-08T17:47:00Z
O00423,C0062,P0128,1,411.48,0.00,411.48,shipped,2026-06-20T12:22:00Z
O00424,C0113,P0130,1,1611.58,241.74,1369.84,paid,2026-06-23T20:40:00Z
O00425,C0072,P0036,2,1603.43,481.03,2725.83,paid,2026-03-08T23:05:00Z
O00426,C0057,P0244,3,528.69,158.61,1427.46,shipped,2026-09-06T19:39:00Z
O00427,C0028,P0155,1,392.99,58.95,334.04,paid,2026-03-09T05:07:00Z
O00428,C0088,P0302,1,479.71,0.00,479.71,shipped,2026-06-12T05:30:00Z
O00429,C0088,P0118,1,155.51,0.00,155.51,cancelled,2026-04-28T00:56:00Z
O00430,C0011,P0239,1,873.11,0.00,873.11,paid,2026-03-30T06:44:00Z
O00431,C0089,P0319,1,66.47,0.00,66.47,shipped,2026-04-16T08:54:00Z
O00432,C0005,P0306,1,872.97,87.30,785.67,refunded,2026-03-24T12:30:00Z
O00433,C0111,P0067,1,323.71,0.00,323.71,refunded,2026-02-07T05:05:00Z
O00434,C0062,P0093,1,894.82,134.22,760.60,refunded,2026-02-05T18:50:00Z
O00435,C0088,P0138,1,89.48,0.00,89.48,paid,2026-02-05T19:08:00Z
O00436,C0088,P0146,1,778.76,77.88,700.88,cancelled,2026-06-16T09:10:00Z
O00437,C0089,P0334,1,294.27,14.71,279.56,paid,2026-03-13T13:41:00Z
O00438,C0016,P0330,1,2422.63,0.00,2422.63,paid,2026-07-06T11:03:00Z
O00439,C0088,P0172,1,428.15,0.00,428.15,refunded,2026-04-16T19:04:00Z
O00440,C0081,P0109,1,3837.05,575.56,3261.49,refunded,2026-07-03T06:46:00Z
O00441,C0073,P0235,1,1315.36,65.77,1249.59,paid,2026-07-23T23:34:00Z
O00442,C0049,P0174,1,1736.72,0.00,1736.72,paid,2026-06-23T09:53:00Z
O00443,C0029,P0257,1,514.51,0.00,514.51,shipped,2026-05-18T17:48:00Z
O00444,C0109,P0003,3,637.13,191.14,1720.25,shipped,2026-06-29T04:34:00Z
O00445,C0117,P0142,2,478.54,47.85,909.23,shipped,2026-02-19T11:36:00Z
O00446,C0110,P0165,2,85.05,8.51,161.59,refunded,2026-07-15T04:38:00Z
O00447,C0087,P0229,1,2210.27,331.54,1878.73,cancelled,2026-08-31T08:17:00Z
O00448,C0002,P0228,1,889.62,133.44,756.18,shipped,2026-03-30T17:24:00Z
O00449,C0020,P0209,1,2152.11,322.82,1829.29,paid,2026-06-15T18:21:00Z
O00450,C0083,P0218,1,292.24,29.22,263.02,cancelled,2026-02-15T11:25:00Z
O00451,C0063,P0037,1,1046.07,156.91,889.16,shipped,2026-05-26T14:34:00Z
O00452,C0037,P0030,2,550.03,55.00,1045.06,paid,2026-08-04T08:28:00Z
O00453,C0038,P0021,1,943.75,141.56,802.19,paid,2026-03-07T04:23:00Z
O00454,C0016,P0044,1,1661.84,83.09,1578.75,paid,2026-08-16T18:34:00Z
O00455,C0063,P0105,1,1182.09,118.21,1063.88,paid,2026-07-02T14:49:00Z
O00456,C0003,P0323,1,1935.36,0.00,1935.36,shipped,2026-05-14T15:18:00Z
O00457,C0042,P0220,1,224.50,0.00,224.50,shipped,2026-06-06T13:06:00Z
O00458,C0095,P0096,5,1105.29,552.64,4973.81,shipped,2026-08-29T22:24:00Z
O00459,C0088,P0138,1,89.48,13.42,76.06,paid,2026-04-27T15:50:00Z
O00460,C0093,P0274,1,2399.23,119.96,2279.27,shipped,2026-05-28T12:58:00Z
O00461,C0087,P0238,2,119.64,0.00,239.28,shipped,2026-01-01T16:23:00Z
O00462,C0093,P0264,2,255.41,25.54,485.28,paid,2026-01-11T01:42:00Z
O00463,C0016,P0194,1,1791.20,179.12,1612.08,shipped,2026-04-07T14:55:00Z
O00464,C0065,P0331,1,2053.12,0.00,2053.12,paid,2026-04-30T03:13:00Z
O00465,C0088,P0011,2,833.67,250.10,1417.24,paid,2026-02-12T17:03:00Z
O00466,C0093,P0266,2,215.31,0.00,430.62,shipped,2026-03-29T20:51:00Z
O00467,C0088,P0133,3,1129.66,0.00,3388.98,shipped,2026-01-15T10:12:00Z
O00468,C0101,P0308,1,4196.21,0.00,4196.21,paid,2026-08-27T12:57:00Z
O00469,C0088,P0137,1,355.74,0.00,355.74,paid,2026-03-20T10:19:00Z
O00470,C0102,P0095,1,215.89,0.00,215.89,paid,2026-05-15T14:55:00Z
O00471,C0089,P0111,5,362.38,0.00,1811.90,paid,2026-04-11T00:19:00Z
O00472,C0088,P0328,1,493.58,0.00,493.58,paid,2026-05-18T11:13:00Z
O00473,C0082,P0133,1,1129.66,56.48,1073.18,shipped,2026-03-16T10:02:00Z
O00474,C0061,P0017,2,361.68,0.00,723.36,paid,2026-06-12T08:51:00Z
O00475,C0047,P0106,1,983.49,147.52,835.97,paid,2026-01-29T17:04:00Z
O00476,C0057,P0032,1,1367.12,68.36,1298.76,shipped,2026-03-12T12:01:00Z
O00477,C0020,P0139,1,614.41,61.44,552.97,paid,2026-08-09T01:23:00Z
O00478,C0100,P0330,1,2422.63,363.39,2059.24,paid,2026-01-14T05:04:00Z
O00479,C0022,P0147,2,406.77,40.68,772.86,refunded,2026-01-23T20:11:00Z
O00480,C0003,P0311,1,1714.95,0.00,1714.95,cancelled,2026-01-31T01:02:00Z
O00481,C0100,P0078,2,4193.37,0.00,8386.74,refunded,2026-02-27T10:35:00Z
O00482,C0016,P0063,2,335.66,67.13,604.19,cancelled,2026-02-23T07:22:00Z
O00483,C0016,P0164,2,262.83,0.00,525.66,shipped,2026-05-30T10:45:00Z
O00484,C0003,P0260,1,1184.33,59.22,1125.11,paid,2026-01-28T18:15:00Z
O00485,C0026,P0184,1,292.38,43.86,248.52,shipped,2026-04-03T13:07:00Z
O00486,C0064,P0109,2,3837.05,0.00,7674.10,shipped,2026-01-07T06:37:00Z
O00487,C0088,P0115,2,2853.84,285.38,5422.30,paid,2026-06-19T02:17:00Z
O00488,C0070,P0010,1,510.19,0.00,510.19,shipped,2026-02-26T15:04:00Z
O00489,C0071,P0205,1,3832.07,383.21,3448.86,cancelled,2026-05-19T22:37:00Z
O00490,C0016,P0093,1,894.82,0.00,894.82,paid,2026-08-13T04:14:00Z
O00491,C0084,P0099,1,589.00,0.00,589.00,shipped,2026-01-31T13:48:00Z
O00492,C0107,P0224,1,4700.87,0.00,4700.87,paid,2026-03-28T08:53:00Z
O00493,C0093,P0038,1,218.26,10.91,207.35,cancelled,2026-03-24T00:16:00Z
O00494,C0031,P0275,2,1425.25,0.00,2850.50,shipped,2026-06-20T02:40:00Z
O00495,C0101,P0081,1,55.62,2.78,52.84,shipped,2026-03-02T05:51:00Z
O00496,C0065,P0138,1,89.48,0.00,89.48,refunded,2026-03-24T21:27:00Z
O00497,C0016,P0088,1,3761.07,0.00,3761.07,cancelled,2026-04-05T05:29:00Z
O00498,C0076,P0286,1,892.87,0.00,892.87,paid,2026-05-19T19:45:00Z
O00499,C0056,P0039,1,296.90,44.53,252.37,paid,2026-04-22T19:38:00Z
O00500,C0063,P0004,1,388.55,0.00,388.55,paid,2026-03-01T03:22:00Z
O00501,C0063,P0177,1,489.36,73.40,415.96,paid,2026-02-09T22:01:00Z
O00502,C0044,P0267,1,677.84,0.00,677.84,cancelled,2026-05-16T05:58:00Z
O00503,C0104,P0260,1,1184.33,177.65,1006.68,paid,2026-01-29T07:25:00Z
O00504,C0026,P0207,1,361.52,54.23,307.29,paid,2026-05-21T19:25:00Z
O00505,C0016,P0121,1,1602.54,80.13,1522.41,refunded,2026-01-22T10:30:00Z
O00506,C0089,P0222,1,377.01,37.70,339.31,paid,2026-08-27T10:01:00Z
O00507,C0089,P0305,2,835.30,0.00,1670.60,paid,2026-03-14T18:56:00Z
O00508,C0086,P0273,2,332.09,66.42,597.76,paid,2026-07-01T17:02:00Z
O00509,C0079,P0183,1,463.18,0.00,463.18,shipped,2026-06-11T07:50:00Z
O00510,C0015,P0012,3,285.57,0.00,856.71,shipped,2026-05-04T15:18:00Z
O00511,C0049,P0308,1,4196.21,0.00,4196.21,shipped,2026-08-03T03:00:00Z
O00512,C0112,P0235,2,1315.36,131.54,2499.18,shipped,2026-05-06T13:13:00Z
O00513,C0066,P0100,2,870.85,0.00,1741.70,paid,2026-08-20T04:00:00Z
O00514,C0067,P0167,1,384.25,0.00,384.25,shipped,2026-02-24T06:50:00Z
O00515,C0075,P0270,1,714.58,71.46,643.12,shipped,2026-02-28T05:30:00Z
O00516,C0026,P0150,2,830.88,0.00,1661.76,shipped,2026-01-10T02:50:00Z
O00517,C0080,P0305,2,835.30,83.53,1587.07,shipped,2026-01-19T10:44:00Z
O00518,C0057,P0106,10,983.49,1475.23,8359.67,paid,2026-07-23T10:56:00Z
O00519,C0031,P0208,2,2407.38,0.00,4814.76,paid,2026-08-29T07:04:00Z
O00520,C0091,P0034,2,1167.98,233.60,2102.36,shipped,2026-01-10T08:50:00Z
O00521,C0088,P0288,1,784.08,0.00,784.08,cancelled,2026-03-18T05:50:00Z
O00522,C0002,P0326,10,502.82,502.82,4525.38,cancelled,2026-03-31T18:09:00Z
O00523,C0117,P0066,2,700.82,210.25,1191.39,paid,2026-02-24T06:59:00Z
O00524,C0063,P0301,1,2106.20,210.62,1895.58,paid,2026-04-18T10:36:00Z
O00525,C0055,P0046,2,3948.10,789.62,7106.58,shipped,2026-03-31T16:19:00Z
O00526,C0002,P0179,1,4631.70,694.75,3936.95,paid,2026-01-01T09:32:00Z
O00527,C0079,P0232,1,2230.70,223.07,2007.63,paid,2026-07-31T08:13:00Z
O00528,C0011,P0087,1,1214.59,0.00,1214.59,refunded,2026-01-16T17:13:00Z
O00529,C0047,P0336,1,987.83,0.00,987.83,shipped,2026-05-29T00:13:00Z
O00530,C0002,P0243,1,1936.47,290.47,1646.00,paid,2026-04-05T06:57:00Z
O00531,C0051,P0243,1,1936.47,0.00,1936.47,shipped,2026-05-17T18:53:00Z
O00532,C0011,P0082,1,629.20,94.38,534.82,shipped,2026-05-22T23:34:00Z
O00533,C0089,P0078,3,4193.37,1887.02,10693.09,refunded,2026-05-04T21:51:00Z
O00534,C0093,P0300,1,142.47,0.00,142.47,paid,2026-02-06T18:49:00Z
O00535,C0107,P0210,1,487.39,73.11,414.28,paid,2026-07-21T13:36:00Z
O00536,C0021,P0318,2,103.23,0.00,206.46,shipped,2026-05-20T13:32:00Z
O00537,C0057,P0051,1,3560.72,0.00,3560.72,shipped,2026-08-07T03:19:00Z
O00538,C0093,P0159,1,728.06,36.40,691.66,paid,2026-01-29T16:38:00Z
O00539,C0011,P0178,2,3426.22,0.00,6852.44,refunded,2026-03-29T20:52:00Z
O00540,C0063,P0013,1,2871.21,0.00,2871.21,paid,2026-09-04T00:05:00Z
O00541,C0060,P0192,1,458.93,0.00,458.93,paid,2026-04-09T07:38:00Z
O00542,C0046,P0306,1,872.97,0.00,872.97,paid,2026-07-22T23:02:00Z
O00543,C0110,P0080,1,1921.84,0.00,1921.84,paid,2026-01-29T23:28:00Z
O00544,C0026,P0314,2,760.81,152.16,1369.46,paid,2026-05-04T02:31:00Z
O00545,C0050,P0145,1,822.74,41.14,781.60,shipped,2026-06-26T11:24:00Z
O00546,C0002,P0053,1,21.23,1.06,20.17,shipped,2026-03-06T19:29:00Z
O00547,C0002,P0171,1,153.60,0.00,153.60,paid,2026-07-19T08:04:00Z
O00548,C0107,P0053,1,21.23,3.18,18.05,paid,2026-07-27T12:17:00Z
O00549,C0003,P0074,2,79.96,0.00,159.92,cancelled,2026-05-09T20:54:00Z
O00550,C0107,P0072,1,1066.28,0.00,1066.28,paid,2026-08-09T22:38:00Z
O00551,C0097,P0246,2,875.08,262.52,1487.64,paid,2026-07-27T02:43:00Z
O00552,C0041,P0286,2,892.87,0.00,1785.74,refunded,2026-01-18T16:40:00Z
O00553,C0030,P0013,2,2871.21,0.00,5742.42,paid,2026-07-20T23:26:00Z
O00554,C0007,P0027,1,1704.90,0.00,1704.90,shipped,2026-06-11T12:49:00Z
O00555,C0002,P0004,1,388.55,0.00,388.55,shipped,2026-02-19T21:39:00Z
O00556,C0010,P0223,1,3548.38,0.00,3548.38,refunded,2026-07-19T00:18:00Z
O00557,C0002,P0294,2,1285.94,0.00,2571.88,shipped,2026-07-08T18:13:00Z
O00558,C0117,P0329,1,611.64,91.75,519.89,paid,2026-01-24T13:13:00Z
O00559,C0010,P0315,1,672.54,0.00,672.54,cancelled,2026-04-24T21:00:00Z
O00560,C0107,P0336,1,987.83,98.78,889.05,paid,2026-02-23T06:22:00Z
O00561,C0088,P0198,1,417.17,0.00,417.17,paid,2026-05-18T08:38:00Z
O00562,C0093,P0216,2,902.22,0.00,1804.44,paid,2026-05-16T18:27:00Z
O00563,C0092,P0350,1,3212.59,0.00,3212.59,paid,2026-03-01T22:10:00Z
O00564,C0093,P0281,1,1159.73,0.00,1159.73,shipped,2026-05-14T11:26:00Z
O00565,C0089,P0201,1,727.27,0.00,727.27,shipped,2026-04-17T18:08:00Z
O00566,C0063,P0170,1,1229.36,184.40,1044.96,paid,2026-08-23T18:57:00Z
O00567,C0106,P0295,1,3126.06,312.61,2813.45,paid,2026-08-24T18:56:00Z
O00568,C0093,P0250,1,518.22,25.91,492.31,paid,2026-01-26T11:28:00Z
O00569,C0062,P0144,1,1224.08,61.20,1162.88,paid,2026-05-11T14:11:00Z
O00570,C0062,P0056,1,159.07,7.95,151.12,refunded,2026-02-17T02:15:00Z
O00571,C0063,P0118,3,155.51,0.00,466.53,shipped,2026-07-19T17:12:00Z
O00572,C0098,P0012,1,285.57,0.00,285.57,cancelled,2026-03-16T04:48:00Z
O00573,C0026,P0117,1,2015.57,0.00,2015.57,cancelled,2026-08-08T06:48:00Z
O00574,C0057,P0170,2,1229.36,0.00,2458.72,paid,2026-01-03T05:26:00Z
O00575,C0046,P0009,1,3157.19,0.00,3157.19,paid,2026-02-22T21:37:00Z
O00576,C0079,P0218,2,292.24,58.45,526.03,shipped,2026-03-02T22:22:00Z
O00577,C0018,P0087,3,1214.59,546.57,3097.20,cancelled,2026-02-24T05:38:00Z
O00578,C0100,P0119,1,1920.28,0.00,1920.28,shipped,2026-08-09T17:14:00Z
O00579,C0016,P0187,1,2474.46,0.00,2474.46,refunded,2026-06-18T18:16:00Z
O00580,C0063,P0207,1,361.52,54.23,307.29,shipped,2026-06-27T20:46:00Z
O00581,C0026,P0120,1,3069.79,0.00,3069.79,shipped,2026-01-03T00:49:00Z
O00582,C0003,P0221,2,2609.18,782.75,4435.61,shipped,2026-01-18T19:25:00Z
O00583,C0028,P0014,1,3394.05,339.41,3054.64,refunded,2026-05-15T16:40:00Z
O00584,C0089,P0265,2,100.43,20.09,180.77,shipped,2026-04-12T17:18:00Z
O00585,C0056,P0145,1,822.74,41.14,781.60,refunded,2026-03-09T08:32:00Z
O00586,C0050,P0191,1,365.49,36.55,328.94,paid,2026-05-19T00:01:00Z
O00587,C0062,P0114,3,982.18,0.00,2946.54,shipped,2026-08-18T19:47:00Z
O00588,C0093,P0313,5,2117.00,1587.75,8997.25,paid,2026-04-16T15:38:00Z
O00589,C0064,P0283,1,3697.51,369.75,3327.76,refunded,2026-07-28T00:43:00Z
O00590,C0084,P0016,2,55.09,0.00,110.18,paid,2026-06-07T10:31:00Z
O00591,C0007,P0005,10,2144.83,3217.24,18231.06,shipped,2026-01-27T04:46:00Z
O00592,C0063,P0216,1,902.22,45.11,857.11,paid,2026-05-09T08:03:00Z
O00593,C0039,P0300,2,142.47,14.25,270.69,cancelled,2026-04-16T10:47:00Z
O00594,C0109,P0269,1,1080.90,162.14,918.76,refunded,2026-01-23T07:35:00Z
O00595,C0061,P0042,1,2316.92,0.00,2316.92,cancelled,2026-05-10T01:04:00Z
O00596,C0016,P0270,1,714.58,71.46,643.12,shipped,2026-05-23T05:39:00Z
O00597,C0083,P0197,2,1388.14,138.81,2637.47,paid,2026-02-08T18:35:00Z
O00598,C0089,P0213,2,1442.42,0.00,2884.84,paid,2026-07-09T01:54:00Z
O00599,C0105,P0238,5,119.64,29.91,568.29,refunded,2026-08-16T09:02:00Z
O00600,C0009,P0312,3,621.10,93.17,1770.13,shipped,2026-08-18T01:52:00Z
O00601,C0089,P0223,1,3548.38,532.26,3016.12,shipped,2026-06-21T00:25:00Z
O00602,C0117,P0150,2,830.88,0.00,1661.76,refunded,2026-05-16T01:42:00Z
O00603,C0034,P0077,2,3900.21,390.02,7410.40,paid,2026-04-28T02:28:00Z
O00604,C0089,P0196,1,384.82,38.48,346.34,refunded,2026-04-01T04:32:00Z
O00605,C0009,P0301,1,2106.20,0.00,2106.20,paid,2026-03-05T11:35:00Z
O00606,C0089,P0281,1,1159.73,0.00,1159.73,refunded,2026-06-10T03:55:00Z
O00607,C0002,P0155,1,392.99,39.30,353.69,refunded,2026-04-15T01:20:00Z
O00608,C0003,P0193,1,535.62,80.34,455.28,cancelled,2026-08-13T07:57:00Z
O00609,C0021,P0261,1,202.97,30.45,172.52,shipped,2026-05-02T21:56:00Z
O00610,C0053,P0083,1,575.32,0.00,575.32,shipped,2026-08-24T01:48:00Z
O00611,C0066,P0213,1,1442.42,72.12,1370.30,shipped,2026-06-03T10:30:00Z
O00612,C0006,P0337,1,3658.89,0.00,3658.89,paid,2026-07-15T05:00:00Z
